ID_adherent,num_workers,avg_days,std_days,min_days,max_days,avg_salary,std_salary,total_salary,full_time_ratio,cluster
4100,1,26.0,0.0,26,26,3000.0,0.0,3000.0,1.0,3
13973,9,24.555555555555557,4.333333333333333,13,26,4025.8555555555554,1971.2378283461326,36232.7,0.8888888888888888,1
3459,45,25.666666666666668,2.23606797749979,11,26,4465.672222222222,873.8914126373556,200955.25000000003,0.9777777777777777,3
46534,8,23.0,3.2071349029490928,20,26,2957.98125,351.8927485729341,23663.85,0.5,1
37128,1,26.0,0.0,26,26,6983.38,0.0,6983.38,1.0,3
24733,6,23.5,1.224744871391589,23,26,2833.3333333333335,571.5476066494082,17000.0,0.16666666666666666,0
52819,11,26.0,0.0,26,26,3895.2481818181814,1013.1744309527178,42847.729999999996,1.0,3
28783,531,24.29190207156309,5.08860272531196,0,26,5053.189246704332,8844.713601564677,2683243.49,0.8173258003766478,1
6628,2,19.0,1.4142135623730951,18,20,2131.9,186.53476887701135,4263.8,0.0,0
3610,2,26.0,0.0,26,26,5000.0,1414.213562373095,10000.0,1.0,3
19731,1,26.0,0.0,26,26,3409.46,0.0,3409.46,1.0,3
18123,1,18.0,0.0,18,18,2000.0,0.0,2000.0,0.0,0
2552,8,24.375,4.596194077712559,13,26,19183.26125,30211.003922268097,153466.09,0.875,1
4619,1,26.0,0.0,26,26,6000.0,0.0,6000.0,1.0,3
50288,1,26.0,0.0,26,26,2971.0,0.0,2971.0,1.0,3
17466,67,24.686567164179106,2.4815009828723382,7,26,3861.797014925373,1091.1860174557564,258740.4,0.373134328358209,1
15781,6,26.0,0.0,26,26,4339.425,706.818932789721,26036.550000000003,1.0,3
16724,4,24.5,3.0,20,26,3975.5950000000003,1603.1872762614687,15902.380000000001,0.75,3
49768,6,26.0,0.0,26,26,7516.168333333334,5286.287584785438,45097.01,1.0,3
51055,4,18.0,0.0,18,18,2057.0,0.0,8228.0,0.0,0
50647,1,26.0,0.0,26,26,3119.55,0.0,3119.55,1.0,3
6461,3,23.333333333333332,4.618802153517007,18,26,3282.6966666666667,1113.7309644763109,9848.09,0.6666666666666666,1
45647,19,25.789473684210527,0.9176629354822471,22,26,4807.6578947368425,3639.6981303194466,91345.5,0.9473684210526315,3
21964,1,26.0,0.0,26,26,15168.47,0.0,15168.47,1.0,3
44505,1,26.0,0.0,26,26,3416.65,0.0,3416.65,1.0,3
39036,1,26.0,0.0,26,26,4000.0,0.0,4000.0,1.0,3
6131,56,24.928571428571427,4.85370390098547,0,26,3392.097678571429,1192.4515125541561,189957.47,0.8214285714285714,1
23023,106,25.81132075471698,1.6739642571547955,9,26,24941.356603773584,34029.40311216496,2643783.8,0.9811320754716981,3
4876,4,26.0,0.0,26,26,4517.112499999999,427.67452261230903,18068.449999999997,1.0,3
13555,550,25.387272727272727,2.6709361003701133,0,26,6913.331618181818,10080.231012770842,3802332.39,0.8436363636363636,3
211,189,26.0,0.0,26,26,34556.258941798944,25563.856657685632,6531132.94,1.0,3
22361,5,20.0,0.0,20,20,2284.65,0.0,11423.25,0.0,0
16646,189,25.87830687830688,0.9458786813290924,16,26,7902.834973544974,12528.157712507038,1493635.81,0.9682539682539683,3
21669,2,26.0,0.0,26,26,3093.48,174.4149586474737,6186.96,1.0,3
27522,161,24.52173913043478,4.534709136926176,0,26,4206.407950310559,4179.378620891375,677231.6799999999,0.7639751552795031,1
31587,34,25.970588235294116,0.17149858514250882,25,26,4336.080588235294,1265.8663193195093,147426.74000000002,0.9705882352941176,3
1495,17,26.0,0.0,26,26,38686.099411764706,46618.26085553392,657663.69,1.0,3
2430,5,26.0,0.0,26,26,4434.052000000001,527.8401662151147,22170.260000000002,1.0,3
18511,3,26.0,0.0,26,26,3950.0,1300.0,11850.0,1.0,3
3772,52,24.73076923076923,5.1984740770744535,0,26,4890.921923076924,4299.923775866602,254327.94000000003,0.9038461538461539,1
5439,2,26.0,0.0,26,26,3044.25,105.0053570062023,6088.5,1.0,3
2160,1,16.0,0.0,16,16,2736.02,0.0,2736.02,0.0,0
18041,22,19.727272727272727,3.3972232103771955,16,26,2468.088636363636,944.536154418037,54297.94999999999,0.18181818181818182,0
28067,19,26.0,0.0,26,26,15238.526842105266,4557.82234930851,289532.01000000007,1.0,3
11280,2,26.0,0.0,26,26,3000.0,0.0,6000.0,1.0,3
23411,46,25.41304347826087,2.586942313118127,13,26,12102.435217391305,14104.541549905554,556712.02,0.9347826086956522,3
373,30,25.866666666666667,0.7302967433402213,22,26,4213.1393333333335,1507.0184490711847,126394.18,0.9666666666666667,3
16289,425,22.621176470588235,7.030595101453158,0,26,3188.391811764706,1497.1727840941817,1355066.52,0.731764705882353,1
51467,30,25.566666666666666,2.3734644158557194,13,26,5651.895,6481.727227385672,169556.85,0.9666666666666667,3
54789,1,20.0,0.0,20,20,2307.69,0.0,2307.69,0.0,0
51137,1,26.0,0.0,26,26,5460.0,0.0,5460.0,1.0,3
49865,5,16.0,2.7386127875258306,13,18,1992.694,325.5496202270861,9963.47,0.0,0
45725,1117,21.896150402864816,6.745232847790141,0,26,3190.2520948970455,1577.7362042413563,3563511.59,0.5872873769024172,1
52244,1,26.0,0.0,26,26,2970.05,0.0,2970.05,1.0,3
53456,4,24.0,4.0,18,26,3184.5425,777.6319166278693,12738.17,0.75,1
23837,34,21.38235294117647,3.861344607088061,13,26,2731.010882352941,582.9979876225347,92854.37,0.3235294117647059,1
148251,2,21.0,7.0710678118654755,16,26,3425.0,2227.3863607376247,6850.0,0.5,1
52714,1,26.0,0.0,26,26,3000.0,0.0,3000.0,1.0,3
48701,6,15.166666666666666,5.307227776030219,13,26,3212.253333333334,2043.7326944555805,19273.520000000004,0.16666666666666666,0
20762,59,25.694915254237287,1.7444912042368825,13,26,8305.830169491524,4461.9122106491095,490043.98,0.9491525423728814,3
6925,2,26.0,0.0,26,26,5700.65,0.0,11401.3,1.0,3
43848,50,15.72,7.094234508761754,3,26,3093.9320000000002,2879.9405108410965,154696.6,0.28,0
5980,95,25.789473684210527,1.3906583229207032,15,26,6966.212736842105,2110.1043547797617,661790.21,0.968421052631579,3
53099,6,26.0,0.0,26,26,15142.416666666664,18093.378870699267,90854.49999999999,1.0,3
7408,55,26.0,0.0,26,26,15807.495454545453,16513.342333621422,869412.2499999999,1.0,3
31651,166,24.22289156626506,5.500828043479313,0,26,6178.649638554217,5405.2597065464315,1025655.84,0.8313253012048193,1
18937,3,26.0,0.0,26,26,3519.7066666666665,437.596863029585,10559.119999999999,1.0,3
25043,144,16.458333333333332,10.01598372951604,0,26,3090.9879861111112,3513.9863895276294,445102.27,0.2638888888888889,1
43816,14,19.857142857142858,3.370851133265509,18,26,2740.714285714286,1403.0157863343152,38370.0,0.21428571428571427,0
1972,27,25.185185185185187,2.7179890337277643,14,26,7532.7818518518525,6368.188040652377,203385.11000000002,0.8518518518518519,3
25182,42,25.047619047619047,3.268119329047921,6,26,5972.8042857142855,10924.306896902339,250857.78,0.8095238095238095,3
1682,242,25.702479338842974,1.9201686825070574,6,26,14365.843140495868,14093.398305689794,3476534.04,0.9710743801652892,3
53158,1,26.0,0.0,26,26,3000.0,0.0,3000.0,1.0,3
2627,1,26.0,0.0,26,26,2970.05,0.0,2970.05,1.0,3
7099,4,26.0,0.0,26,26,3000.0,0.0,12000.0,1.0,3
53408,10,18.0,0.0,18,18,2575.559,583.81062158603,25755.590000000004,0.0,0
28270,243,24.753086419753085,3.8586519641066457,0,26,4365.544897119342,6821.603152227341,1060827.4100000001,0.6831275720164609,1
2377,2,26.0,0.0,26,26,13125.0,0.0,26250.0,1.0,3
18256,14,26.0,0.0,26,26,6315.142857142857,4338.088764867327,88412.0,1.0,3
9701,4,20.0,0.0,20,20,2285.0,0.0,9140.0,0.0,0
434,79,23.974683544303797,3.1090219566251087,5,26,4288.444050632911,2060.396682671293,338787.07999999996,0.5189873417721519,1
22544,2,22.0,5.656854249492381,18,26,2513.9300000000003,646.3945929538705,5027.860000000001,0.5,1
43329,4,26.0,0.0,26,26,4483.5375,1561.1225777919128,17934.15,1.0,3
7106,129,24.751937984496124,2.9501880441971884,7,26,2968.9986046511626,407.01042102319116,383000.82,0.6201550387596899,1
46597,9,26.0,0.0,26,26,9681.51,7764.990582755074,87133.59,1.0,3
51320,1,26.0,0.0,26,26,17927.82,0.0,17927.82,1.0,3
52385,244,19.7827868852459,5.111709991048445,8,26,2868.4035245901637,1640.8362179244298,699890.46,0.36475409836065575,1
52053,29,25.20689655172414,4.270992778072193,3,26,5778.82448275862,4149.980660493308,167585.91,0.9655172413793104,3
53641,2,26.0,0.0,26,26,2970.05,0.0,5940.1,1.0,3
4725,13,26.0,0.0,26,26,4246.614615384615,1164.436154759142,55205.98999999999,1.0,3
22962,5,26.0,0.0,26,26,2971.0,0.0,14855.0,1.0,3
53311,3,24.0,3.4641016151377544,20,26,3089.0766666666664,699.973588525548,9267.23,0.6666666666666666,1
49304,4,23.0,3.4641016151377544,20,26,3295.0,1293.5867449331208,13180.0,0.5,1
10003,68,25.397058823529413,1.565864463763134,16,26,22124.27426470588,7356.745409764057,1504450.65,0.7794117647058824,3
11611,43,22.0,5.895922723535711,10,26,2748.6327906976744,1043.7953739628817,118191.21,0.6511627906976745,1
21637,13,25.153846153846153,3.05085107923876,15,26,3018.4653846153847,573.3149793760172,39240.05,0.9230769230769231,3
50914,1,18.0,0.0,18,18,2053.0,0.0,2053.0,0.0,0
11341,1,26.0,0.0,26,26,2971.0,0.0,2971.0,1.0,3
34367,11,26.0,0.0,26,26,6694.881818181818,2611.359685910075,73643.7,1.0,3
1554,6,16.666666666666668,12.956336930887012,0,26,6920.556666666666,8837.153833133532,41523.34,0.3333333333333333,1
14460,3,18.666666666666668,6.429100507328636,14,26,3143.0,2476.882516390311,9429.0,0.3333333333333333,1
14130,2,26.0,0.0,26,26,2970.05,0.0,5940.1,1.0,3
25704,12,23.75,3.3063300170760606,18,26,3663.2466666666664,1556.5433817353896,43958.96,0.5833333333333334,1
15722,3,23.333333333333332,4.618802153517007,18,26,3423.3333333333335,380.30689361794816,10270.0,0.6666666666666666,1
10161,16,12.5,8.445906306213285,2,26,5991.793125,4631.90225983626,95868.69,0.1875,0
49266,20,22.8,7.95116674655858,0,26,3287.272,1182.2865511132054,65745.44,0.7,1
35147,48,26.0,0.0,26,26,27686.872916666664,12348.297370114404,1328969.9,1.0,3
48474,2,26.0,0.0,26,26,3415.96,210.57639943735398,6831.92,1.0,3
46273,4,18.0,0.0,18,18,2070.0,0.0,8280.0,0.0,0
970,9,25.666666666666668,0.5,25,26,4588.046666666666,1165.3046927949788,41292.42,0.6666666666666666,3
50786,3,24.0,3.4641016151377544,20,26,3428.4666666666667,1407.107335398879,10285.4,0.6666666666666666,1
52131,7,26.0,0.0,26,26,3515.8571428571427,538.6877353258343,24611.0,1.0,3
46723,2,26.0,0.0,26,26,2970.05,0.0,5940.1,1.0,3
51194,17,17.41176470588235,4.886957431897322,0,26,2066.641176470588,580.0440815778827,35132.9,0.058823529411764705,0
3821,7,23.714285714285715,3.9036002917941333,18,26,3028.0,1050.4084919687198,21196.0,0.7142857142857143,1
25666,34,25.323529411764707,2.5192662259655196,12,26,2994.279411764706,520.8797437432826,101805.5,0.8235294117647058,3
14502,112,23.321428571428573,6.799859942535231,0,26,3255.9478571428576,1487.5887597946682,364666.16000000003,0.8392857142857143,1
15310,34,21.61764705882353,4.348560931467795,10,26,2957.5097058823526,2611.9107505095158,100555.32999999999,0.4117647058823529,1
27581,5,18.8,4.024922359499621,17,26,2092.7200000000003,451.2832392190075,10463.6,0.2,0
2493,100,22.66,4.44317658683719,0,26,3508.6497000000004,1353.4097980685635,350864.97000000003,0.37,1
39068,7,20.285714285714285,4.029651999626672,17,26,3012.784285714286,1526.1525233721686,21089.49,0.2857142857142857,1
1166,30,26.0,0.0,26,26,19171.876666666667,21504.812431859948,575156.3,1.0,3
3407,4,19.5,13.0,0,26,12399.14,19969.547557678918,49596.56,0.75,1
18334,10,19.0,6.879922480183431,0,22,2422.499,917.1449005406822,24224.989999999998,0.0,0
40371,4,20.0,4.0,18,26,2363.6675,487.6063769322546,9454.67,0.25,0
3157,130,25.453846153846154,1.4633059017834908,17,26,7981.142615384616,3935.088076698672,1037548.54,0.8,3
15596,15,25.266666666666666,2.5764501233470902,16,26,3248.128666666667,502.06948318031885,48721.93000000001,0.8666666666666667,3
32307,3,17.333333333333332,15.01110699893027,0,26,5500.0,5267.826876426369,16500.0,0.6666666666666666,1
16533,59,25.779661016949152,1.69245584275071,13,26,69947.67745762711,53964.49304867543,4126912.9699999997,0.9830508474576272,3
51242,21,26.0,0.0,26,26,3356.095238095238,970.8825317597338,70478.0,1.0,3
35831,10,25.9,0.3162277660168379,25,26,6214.405,3759.7213422487994,62144.049999999996,0.9,3
7534,4,26.0,0.0,26,26,3000.0,0.0,12000.0,1.0,3
38433,5,20.8,11.627553482998906,0,26,2943.3599999999997,1746.6340223555708,14716.8,0.8,1
21483,3,14.0,1.7320508075688772,13,16,1759.7466666666667,217.71301300871605,5279.24,0.0,0
8521,1,26.0,0.0,26,26,6000.0,0.0,6000.0,1.0,3
52847,56,24.785714285714285,5.266409112010282,0,26,10250.7675,6887.5817052395105,574042.98,0.9464285714285714,1
15409,10,26.0,0.0,26,26,4490.351000000001,1850.4358212801292,44903.51,1.0,3
2657,164,23.701219512195124,6.126658911993666,0,26,3140.1634756097565,1170.3097235057128,514986.81000000006,0.8170731707317073,1
3045,3,26.0,0.0,26,26,4239.0233333333335,1095.6381800728436,12717.07,1.0,3
2307,2,26.0,0.0,26,26,4233.6,1210.4960987132508,8467.2,1.0,3
46478,1,18.0,0.0,18,18,2057.0,0.0,2057.0,0.0,0
53478,1,25.0,0.0,25,25,2785.1,0.0,2785.1,0.0,0
43866,10,26.0,0.0,26,26,13775.737,8187.229682616228,137757.37,1.0,3
26407,1,23.0,0.0,23,23,2600.0,0.0,2600.0,0.0,0
153478,3,26.0,0.0,26,26,3924.08,170.93627701573482,11772.24,1.0,3
39333,35,25.65714285714286,2.0283702113484403,14,26,13535.912857142857,16447.720216092628,473756.95,0.9714285714285714,3
50012,5,18.0,0.0,18,18,2064.45,6.740771469201434,10322.25,0.0,0
44600,2,26.0,0.0,26,26,2971.0,0.0,5942.0,1.0,3
2298,17,26.0,0.0,26,26,3338.704117647059,393.6831053502744,56757.97,1.0,3
50542,1,26.0,0.0,26,26,2970.15,0.0,2970.15,1.0,3
51350,17,24.941176470588236,1.7489492643904123,19,26,3542.7882352941174,1596.6614210409293,60227.399999999994,0.47058823529411764,3
14309,7,26.0,0.0,26,26,3402.4285714285716,304.7131203513982,23817.0,1.0,3
114,8471,25.76933065753748,1.7193692078274108,0,26,14701.939795773817,17703.040880918004,124540132.01,0.9722582929996458,1
52955,16,18.4375,3.244867742553873,15,26,2773.254375,967.0939963345083,44372.07,0.0625,0
48566,33,25.757575757575758,0.867118180753892,22,26,3312.3381818181815,230.18332824694517,109307.15999999999,0.9090909090909091,3
792,254,24.6496062992126,4.300847862283158,0,26,5349.842086614174,8980.62089573065,1358859.8900000001,0.8110236220472441,1
13586,134,25.80597014925373,2.2460579065115365,0,26,8893.06432835821,7970.281911080304,1191670.62,0.9925373134328358,3
45964,5,23.2,6.260990336999411,12,26,3093.8,895.7690550582778,15469.0,0.8,1
16668,368,21.309782608695652,4.198963406078014,0,26,2919.54491847826,1305.378434311545,1074392.5299999998,0.296195652173913,1
53631,14,26.0,0.0,26,26,11924.469285714285,8244.437342968302,166942.57,1.0,3
50694,5,26.0,0.0,26,26,5304.5,2336.08751441379,26522.5,1.0,3
4205,4,26.0,0.0,26,26,8350.31,3816.0413805495696,33401.24,1.0,3
53361,23,14.652173913043478,3.8918177063280512,10,26,2003.6869565217387,498.7252912670532,46084.79999999999,0.08695652173913043,0
862,52,25.51923076923077,3.466876226407682,1,26,17104.264423076926,15759.749381445326,889421.7500000001,0.9807692307692307,3
4755,1,20.0,0.0,20,20,2618.19,0.0,2618.19,0.0,0
3933,1,19.0,0.0,19,19,2284.04,0.0,2284.04,0.0,0
24166,2,26.0,0.0,26,26,3466.38,281.73962589596806,6932.76,1.0,3
31166,189,21.597883597883598,3.4016885305269944,0,26,3984.1517989417985,5712.138011589504,753004.69,0.1746031746031746,0
33821,18,24.833333333333332,3.1669246540936022,13,26,4480.937222222223,1724.3987411944508,80656.87000000001,0.7777777777777778,3
3393,240,15.041666666666666,5.581493379043537,3,26,2037.0276666666666,1391.971341040245,488886.64,0.008333333333333333,0
51449,10,26.0,0.0,26,26,10566.429,10265.091337218204,105664.29000000001,1.0,3
34828,1,26.0,0.0,26,26,3719.56,0.0,3719.56,1.0,3
2581,778,24.041131105398456,4.60047054342102,0,26,4503.73939588689,2884.396107087181,3503909.25,0.6362467866323908,1
121288,18,24.555555555555557,3.5350717144272745,13,26,3670.7627777777784,930.0283950997572,66073.73000000001,0.7777777777777778,1
53203,1,26.0,0.0,26,26,2970.05,0.0,2970.05,1.0,3
38795,31,25.64516129032258,1.9756583222945243,15,26,4505.997741935484,1345.6812551955725,139685.93,0.967741935483871,3
1089,1472,21.987771739130434,5.998741080894506,0,26,3327.801942934783,1553.1476914360778,4898524.46,0.05434782608695652,1
53753,9,25.444444444444443,1.6666666666666665,21,26,12257.01,10527.236959588447,110313.09,0.8888888888888888,3
35467,7,26.0,0.0,26,26,3164.028571428571,134.64540423257083,22148.199999999997,1.0,3
7962,163,25.15950920245399,4.117002356036022,0,26,5415.878098159508,3721.4365312516097,882788.1299999999,0.8773006134969326,1
38865,16,25.625,1.5,20,26,3663.69625,1107.9169080448528,58619.14,0.9375,3
49216,53,25.50943396226415,3.5713746626659146,0,26,11648.030377358491,12667.823211195662,617345.61,0.9811320754716981,3
10111,10,26.0,0.0,26,26,4414.695,1427.310599704135,44146.95,1.0,3
1446,7,25.857142857142858,0.3779644730092272,25,26,5852.2471428571425,2813.6468502977546,40965.729999999996,0.8571428571428571,3
1116,1296,25.53317901234568,2.5201233809455683,0,26,13476.418765432098,15301.103087421567,17465438.72,0.9151234567901234,3
50669,5,23.8,4.919349550499538,15,26,4783.386,3801.171713785106,23916.93,0.8,1
3851,4,26.0,0.0,26,26,3341.31,148.5,13365.24,1.0,3
31004,19,23.05263157894737,3.4876557585373127,18,26,3110.201578947369,1797.8154608989678,59093.83000000001,0.5263157894736842,1
4858,2,26.0,0.0,26,26,3267.0,210.0107140124046,6534.0,1.0,3
25090,57,25.263157894736842,2.4605916520616518,14,26,4921.229824561403,1691.6250339387223,280510.1,0.8947368421052632,3
6869,3,23.333333333333332,4.618802153517007,18,26,3000.0333333333333,737.8354887326395,9000.1,0.6666666666666666,1
16543,144,24.1875,4.506357203413334,4,26,3814.003263888889,2554.824187916538,549216.47,0.7916666666666666,1
47308,21,18.428571428571427,4.202040320742158,10,26,2361.238571428572,961.0381987168133,49586.01000000001,0.14285714285714285,0
18344,25,25.28,3.6,8,26,3281.4163999999996,640.0357739993914,82035.40999999999,0.96,3
52308,9,23.22222222222222,2.9907264074877267,18,26,3127.931111111111,753.2356224556239,28151.379999999997,0.3333333333333333,1
52658,49,25.510204081632654,2.6935296621378293,8,26,8941.47530612245,10071.229861953327,438132.29,0.9591836734693877,3
52837,20,24.5,5.808342457643416,0,26,8775.0445,8883.336112005905,175500.88999999998,0.85,1
8551,25,24.92,2.361496700541135,18,26,3711.6692,2254.402601734585,92791.73,0.76,3
